;1;31001;48501;100501;125001;129001;133501;141501;147501
;31000;48500;100500;125000;129000;133500;141500;147500;160500
0;1.06321E-09;2.21207E-07;9.73559E-08;1.20358E-09;1.61279E-05;6.15704E-08;6.24615E-09;0;0
86400;1.06321E-09;2.21207E-07;9.73559E-08;1.20358E-09;1.45306E-05;6.15704E-08;6.24615E-09;0;0
172800;1.06321E-09;2.21207E-07;9.73559E-08;1.20358E-09;1.42643E-05;6.15704E-08;6.24615E-09;0;0
259200;1.06321E-09;2.21207E-07;9.73559E-08;1.20358E-09;1.42143E-05;6.15704E-08;6.24615E-09;0;0
345600;1.06321E-09;2.21207E-07;9.73559E-08;1.20358E-09;1.42143E-05;6.15704E-08;6.24615E-09;0;0
432000;1.06321E-09;2.21207E-07;9.73559E-08;1.20358E-09;1.42143E-05;6.15704E-08;6.24615E-09;0;0
518400;1.06321E-09;2.21207E-07;9.73559E-08;1.20358E-09;1.42143E-05;6.15704E-08;6.24615E-09;0;0
604800;1.06321E-09;2.21207E-07;9.73559E-08;1.20358E-09;1.84115E-05;6.15704E-08;6.24615E-09;0;0
691200;1.06321E-09;2.21207E-07;9.73559E-08;1.20358E-09;1.46743E-05;6.15704E-08;6.24615E-09;0;0
777600;1.06321E-09;2.21207E-07;9.73559E-08;1.20358E-09;1.42145E-05;6.15704E-08;6.24615E-09;0;0
864000;4.89005E-07;2.21207E-07;9.73559E-08;1.20358E-09;1.72079E-05;6.15704E-08;6.24615E-09;0;0
950400;1.06321E-09;2.21207E-07;9.73559E-08;1.20358E-09;1.4471E-05;6.15704E-08;6.24615E-09;0;0
1036800;1.06321E-09;2.21207E-07;9.73559E-08;1.20358E-09;1.42617E-05;6.15704E-08;6.24615E-09;0;0
1123200;1.06321E-09;2.21207E-07;9.73559E-08;1.20358E-09;1.42143E-05;6.15704E-08;6.24615E-09;0;0
1209600;1.06321E-09;2.21207E-07;9.73559E-08;1.20358E-09;1.42143E-05;6.15704E-08;6.24615E-09;0;0
1296000;4.22969E-07;6.75394E-07;2.2929E-07;2.85227E-07;1.62157E-05;6.15704E-08;6.24615E-09;0;0
1382400;1.06321E-09;9.15921E-07;4.07772E-07;6.4154E-08;2.99379E-05;6.15704E-08;6.24615E-09;0;0
1468800;1.06321E-09;2.31088E-07;9.81619E-08;5.38769E-09;1.42143E-05;6.15704E-08;6.24615E-09;0;0
1555200;1.06321E-09;2.21706E-07;9.74143E-08;1.5096E-09;1.42143E-05;6.15704E-08;6.24615E-09;0;0
1641600;1.06321E-09;2.21243E-07;9.73559E-08;1.2167E-09;1.42143E-05;6.15704E-08;6.24615E-09;0;0
1728000;1.06321E-09;2.21209E-07;9.73559E-08;1.20443E-09;1.42143E-05;6.15704E-08;6.24615E-09;0;0
1814400;1.06321E-09;2.21207E-07;9.73559E-08;1.20365E-09;1.42143E-05;6.15704E-08;6.24615E-09;0;0
1900800;1.06321E-09;2.21207E-07;9.73559E-08;1.20358E-09;1.42143E-05;6.15704E-08;6.24615E-09;0;0
1987200;1.06321E-09;2.21207E-07;9.73559E-08;1.20358E-09;1.42143E-05;6.15704E-08;6.24615E-09;0;0
